time_stamp,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,AD11,AD12,AD13,AD14,AD15,AD16
20250108_164949,0.3,0.8,0.3,2.3,5.3,9.188,8.077,2.522
20250108_164949,0.31,0.81,0.31,2.31,5.31,9.198,8.087,2.532
20250108_164949,0.32,0.82,0.32,2.32,5.32,9.208,8.097,2.542
20250108_164949,0.33,0.83,0.33,2.33,5.33,9.218,8.107,2.552
20250108_164949,0.34,0.84,0.34,2.34,5.34,9.228,8.117,2.562
20250108_164950,0.35,0.85,0.35,2.35,5.35,9.238,8.127,2.572
20250108_164950,0.36,0.86,0.36,2.36,5.36,9.248,8.137,2.582
20250108_164950,0.37,0.87,0.37,2.37,5.37,9.258,8.147,2.592
20250108_164950,0.38,0.88,0.38,2.38,5.38,9.268,8.157,2.602
20250108_164950,0.39,0.89,0.39,2.39,5.39,9.278,8.167,2.612
20250108_164950,0.4,0.9,0.4,2.4,5.4,9.288,8.177,2.622
20250108_164950,0.41,0.91,0.41,2.41,5.41,9.298,8.187,2.632
20250108_164950,0.42,0.92,0.42,2.42,5.42,9.308,8.197,2.642
20250108_164950,0.43,0.93,0.43,2.43,5.43,9.318,8.207,2.652
20250108_164950,0.44,0.94,0.44,2.44,5.44,9.328,8.217,2.662
20250108_164951,0.45,0.95,0.45,2.45,5.45,9.338,8.227,2.672
20250108_164951,0.46,0.96,0.46,2.46,5.46,9.348,8.237,2.682
20250108_164951,0.47,0.97,0.47,2.47,5.47,9.358,8.247,2.692
20250108_164951,0.48,0.98,0.48,2.48,5.48,9.368,8.257,2.702
20250108_164951,0.49,0.99,0.49,2.49,5.49,9.378,8.267,2.712
20250108_164951,0.5,1.0,0.5,2.5,5.5,9.388,8.277,2.722
20250108_164951,0.51,1.01,0.51,2.51,5.51,9.398,8.287,2.732
