time_stamp,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,AD11,AD12,AD13,AD14,AD15,AD16
20250108_164555,0.01,0.51,0.01,2.01,5.01,8.898,7.787,2.232
20250108_164556,0.02,0.52,0.02,2.02,5.02,8.908,7.797,2.242
20250108_164556,0.03,0.53,0.03,2.03,5.03,8.918,7.807,2.252
20250108_164556,0.04,0.54,0.04,2.04,5.04,8.928,7.817,2.262
20250108_164556,0.05,0.55,0.05,2.05,5.05,8.938,7.827,2.272
20250108_164556,0.06,0.56,0.06,2.06,5.06,8.948,7.837,2.282
20250108_164556,0.07,0.57,0.07,2.07,5.07,8.958,7.847,2.292
20250108_164556,0.08,0.58,0.08,2.08,5.08,8.968,7.857,2.302
20250108_164556,0.09,0.59,0.09,2.09,5.09,8.978,7.867,2.312
20250108_164556,0.1,0.6,0.1,2.1,5.1,8.988,7.877,2.322
20250108_164556,0.11,0.61,0.11,2.11,5.11,8.998,7.887,2.332
20250108_164557,0.12,0.62,0.12,2.12,5.12,9.008,7.897,2.342
20250108_164557,0.13,0.63,0.13,2.13,5.13,9.018,7.907,2.352
20250108_164557,0.14,0.64,0.14,2.14,5.14,9.028,7.917,2.362
20250108_164557,0.15,0.65,0.15,2.15,5.15,9.038,7.927,2.372
20250108_164557,0.16,0.66,0.16,2.16,5.16,9.048,7.937,2.382
20250108_164557,0.17,0.67,0.17,2.17,5.17,9.058,7.947,2.392
20250108_164557,0.18,0.68,0.18,2.18,5.18,9.068,7.957,2.402
20250108_164557,0.19,0.69,0.19,2.19,5.19,9.078,7.967,2.412
20250108_164557,0.2,0.7,0.2,2.2,5.2,9.088,7.977,2.422
20250108_164557,0.21,0.71,0.21,2.21,5.21,9.098,7.987,2.432
20250108_164558,0.22,0.72,0.22,2.22,5.22,9.108,7.997,2.442
20250108_164558,0.23,0.73,0.23,2.23,5.23,9.118,8.007,2.452
20250108_164558,0.24,0.74,0.24,2.24,5.24,9.128,8.017,2.462
20250108_164558,0.25,0.75,0.25,2.25,5.25,9.138,8.027,2.472
20250108_164558,0.26,0.76,0.26,2.26,5.26,9.148,8.037,2.482
20250108_164558,0.27,0.77,0.27,2.27,5.27,9.158,8.047,2.492
20250108_164558,0.28,0.78,0.28,2.28,5.28,9.168,8.057,2.502
20250108_164558,0.29,0.79,0.29,2.29,5.29,9.178,8.067,2.512
20250108_164558,0.3,0.8,0.3,2.3,5.3,9.188,8.077,2.522
20250108_164558,0.31,0.81,0.31,2.31,5.31,9.198,8.087,2.532
20250108_164559,0.32,0.82,0.32,2.32,5.32,9.208,8.097,2.542
20250108_164559,0.33,0.83,0.33,2.33,5.33,9.218,8.107,2.552
20250108_164559,0.34,0.84,0.34,2.34,5.34,9.228,8.117,2.562
20250108_164559,0.35,0.85,0.35,2.35,5.35,9.238,8.127,2.572
20250108_164559,0.36,0.86,0.36,2.36,5.36,9.248,8.137,2.582
20250108_164559,0.37,0.87,0.37,2.37,5.37,9.258,8.147,2.592
20250108_164559,0.38,0.88,0.38,2.38,5.38,9.268,8.157,2.602
20250108_164559,0.39,0.89,0.39,2.39,5.39,9.278,8.167,2.612
20250108_164559,0.4,0.9,0.4,2.4,5.4,9.288,8.177,2.622
20250108_164559,0.41,0.91,0.41,2.41,5.41,9.298,8.187,2.632
20250108_164600,0.42,0.92,0.42,2.42,5.42,9.308,8.197,2.642
20250108_164600,0.43,0.93,0.43,2.43,5.43,9.318,8.207,2.652
20250108_164600,0.44,0.94,0.44,2.44,5.44,9.328,8.217,2.662
20250108_164600,0.45,0.95,0.45,2.45,5.45,9.338,8.227,2.672
20250108_164600,0.46,0.96,0.46,2.46,5.46,9.348,8.237,2.682
20250108_164600,0.47,0.97,0.47,2.47,5.47,9.358,8.247,2.692
20250108_164600,0.48,0.98,0.48,2.48,5.48,9.368,8.257,2.702
20250108_164600,0.49,0.99,0.49,2.49,5.49,9.378,8.267,2.712
20250108_164600,0.5,1.0,0.5,2.5,5.5,9.388,8.277,2.722
20250108_164600,0.51,1.01,0.51,2.51,5.51,9.398,8.287,2.732
20250108_164601,0.52,1.02,0.52,2.52,5.52,9.408,8.297,2.742
20250108_164601,0.53,1.03,0.53,2.53,5.53,9.418,8.307,2.752
20250108_164601,0.54,1.04,0.54,2.54,5.54,9.428,8.317,2.762
20250108_164601,0.55,1.05,0.55,2.55,5.55,9.438,8.327,2.772
20250108_164601,0.56,1.06,0.56,2.56,5.56,9.448,8.337,2.782
20250108_164601,0.57,1.07,0.57,2.57,5.57,9.458,8.347,2.792
20250108_164601,0.58,1.08,0.58,2.58,5.58,9.468,8.357,2.802
20250108_164601,0.59,1.09,0.59,2.59,5.59,9.478,8.367,2.812
20250108_164601,0.6,1.1,0.6,2.6,5.6,9.488,8.377,2.822
20250108_164601,0.61,1.11,0.61,2.61,5.61,9.498,8.387,2.832
20250108_164602,0.62,1.12,0.62,2.62,5.62,9.508,8.397,2.842
20250108_164602,0.63,1.13,0.63,2.63,5.63,9.518,8.407,2.852
20250108_164602,0.64,1.14,0.64,2.64,5.64,9.528,8.417,2.862
20250108_164602,0.65,1.15,0.65,2.65,5.65,9.538,8.427,2.872
20250108_164602,0.66,1.16,0.66,2.66,5.66,9.548,8.437,2.882
20250108_164602,0.67,1.17,0.67,2.67,5.67,9.558,8.447,2.892
20250108_164602,0.68,1.18,0.68,2.68,5.68,9.568,8.457,2.902
20250108_164602,0.69,1.19,0.69,2.69,5.69,9.578,8.467,2.912
20250108_164602,0.7,1.2,0.7,2.7,5.7,9.588,8.477,2.922
20250108_164602,0.71,1.21,0.71,2.71,5.71,9.598,8.487,2.932
20250108_164603,0.72,1.22,0.72,2.72,5.72,9.608,8.497,2.942
20250108_164603,0.73,1.23,0.73,2.73,5.73,9.618,8.507,2.952
20250108_164603,0.74,1.24,0.74,2.74,5.74,9.628,8.517,2.962
20250108_164603,0.75,1.25,0.75,2.75,5.75,9.638,8.527,2.972
20250108_164603,0.76,1.26,0.76,2.76,5.76,9.648,8.537,2.982
20250108_164603,0.77,1.27,0.77,2.77,5.77,9.658,8.547,2.992
20250108_164603,0.78,1.28,0.78,2.78,5.78,9.668,8.557,3.002
20250108_164603,0.79,1.29,0.79,2.79,5.79,9.678,8.567,3.012
20250108_164603,0.8,1.3,0.8,2.8,5.8,9.688,8.577,3.022
20250108_164603,0.81,1.31,0.81,2.81,5.81,9.698,8.587,3.032
20250108_164604,0.82,1.32,0.82,2.82,5.82,9.708,8.597,3.042
20250108_164604,0.83,1.33,0.83,2.83,5.83,9.718,8.607,3.052
20250108_164604,0.84,1.34,0.84,2.84,5.84,9.728,8.617,3.062
20250108_164604,0.85,1.35,0.85,2.85,5.85,9.738,8.627,3.072
20250108_164604,0.86,1.36,0.86,2.86,5.86,9.748,8.637,3.082
20250108_164604,0.87,1.37,0.87,2.87,5.87,9.758,8.647,3.092
20250108_164604,0.88,1.38,0.88,2.88,5.88,9.768,8.657,3.102
20250108_164604,0.89,1.39,0.89,2.89,5.89,9.778,8.667,3.112
20250108_164604,0.9,1.4,0.9,2.9,5.9,9.788,8.677,3.122
20250108_164604,0.91,1.41,0.91,2.91,5.91,9.798,8.687,3.132
