time_stamp,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,AD11,AD12,AD13,AD14,AD15,AD16
20250108_164145,3.06,3.56,3.06,5.06,8.06,1.94,0.83,5.282
20250108_164145,3.07,3.57,3.07,5.07,8.07,1.95,0.84,5.292
20250108_164145,3.08,3.58,3.08,5.08,8.08,1.96,0.85,5.302
20250108_164145,3.09,3.59,3.09,5.09,8.09,1.97,0.86,5.312
20250108_164145,3.1,3.6,3.1,5.1,8.1,1.98,0.87,5.322
20250108_164145,3.11,3.61,3.11,5.11,8.11,1.99,0.88,5.332
20250108_164145,3.12,3.62,3.12,5.12,8.12,2.0,0.89,5.342
20250108_164145,3.13,3.63,3.13,5.13,8.13,2.01,0.9,5.352
20250108_164146,3.14,3.64,3.14,5.14,8.14,2.02,0.91,5.362
20250108_164146,3.15,3.65,3.15,5.15,8.15,2.03,0.92,5.372
20250108_164146,3.16,3.66,3.16,5.16,8.16,2.04,0.93,5.382
20250108_164146,3.17,3.67,3.17,5.17,8.17,2.05,0.94,5.392
20250108_164146,3.18,3.68,3.18,5.18,8.18,2.06,0.95,5.402
20250108_164146,3.19,3.69,3.19,5.19,8.19,2.07,0.96,5.412
20250108_164146,3.2,3.7,3.2,5.2,8.2,2.08,0.97,5.422
20250108_164146,3.21,3.71,3.21,5.21,8.21,2.09,0.98,5.432
20250108_164146,3.22,3.72,3.22,5.22,8.22,2.1,0.99,5.442
20250108_164146,3.23,3.73,3.23,5.23,8.23,2.11,1.0,5.452
20250108_164147,3.24,3.74,3.24,5.24,8.24,2.12,1.01,5.462
20250108_164147,3.25,3.75,3.25,5.25,8.25,2.13,1.02,5.472
20250108_164147,3.26,3.76,3.26,5.26,8.26,2.14,1.03,5.482
20250108_164147,3.27,3.77,3.27,5.27,8.27,2.15,1.04,5.492
20250108_164147,3.28,3.78,3.28,5.28,8.28,2.16,1.05,5.502
20250108_164147,3.29,3.79,3.29,5.29,8.29,2.17,1.06,5.512
20250108_164147,3.3,3.8,3.3,5.3,8.3,2.18,1.07,5.522
20250108_164147,3.31,3.81,3.31,5.31,8.31,2.19,1.08,5.532
20250108_164147,3.32,3.82,3.32,5.32,8.32,2.2,1.09,5.542
20250108_164148,3.33,3.83,3.33,5.33,8.33,2.21,1.1,5.552
20250108_164148,3.34,3.84,3.34,5.34,8.34,2.22,1.11,5.562
20250108_164148,3.35,3.85,3.35,5.35,8.35,2.23,1.12,5.572
20250108_164148,3.36,3.86,3.36,5.36,8.36,2.24,1.13,5.582
20250108_164148,3.37,3.87,3.37,5.37,8.37,2.25,1.14,5.592
20250108_164148,3.38,3.88,3.38,5.38,8.38,2.26,1.15,5.602
20250108_164148,3.39,3.89,3.39,5.39,8.39,2.27,1.16,5.612
20250108_164148,3.4,3.9,3.4,5.4,8.4,2.28,1.17,5.622
20250108_164148,3.41,3.91,3.41,5.41,8.41,2.29,1.18,5.632
20250108_164148,3.42,3.92,3.42,5.42,8.42,2.3,1.19,5.642
20250108_164149,3.43,3.93,3.43,5.43,8.43,2.31,1.2,5.652
20250108_164149,3.44,3.94,3.44,5.44,8.44,2.32,1.21,5.662
20250108_164149,3.45,3.95,3.45,5.45,8.45,2.33,1.22,5.672
20250108_164149,3.46,3.96,3.46,5.46,8.46,2.34,1.23,5.682
20250108_164149,3.47,3.97,3.47,5.47,8.47,2.35,1.24,5.692
20250108_164149,3.48,3.98,3.48,5.48,8.48,2.36,1.25,5.702
20250108_164149,3.49,3.99,3.49,5.49,8.49,2.37,1.26,5.712
20250108_164149,3.5,4.0,3.5,5.5,8.5,2.38,1.27,5.722
20250108_164149,3.51,4.01,3.51,5.51,8.51,2.39,1.28,5.732
20250108_164149,3.52,4.02,3.52,5.52,8.52,2.4,1.29,5.742
20250108_164150,3.53,4.03,3.53,5.53,8.53,2.41,1.3,5.752
20250108_164150,3.54,4.04,3.54,5.54,8.54,2.42,1.31,5.762
20250108_164150,3.55,4.05,3.55,5.55,8.55,2.43,1.32,5.772
20250108_164150,3.56,4.06,3.56,5.56,8.56,2.44,1.33,5.782
20250108_164150,3.57,4.07,3.57,5.57,8.57,2.45,1.34,5.792
20250108_164150,3.58,4.08,3.58,5.58,8.58,2.46,1.35,5.802
20250108_164150,3.59,4.09,3.59,5.59,8.59,2.47,1.36,5.812
